frame_time,score
2023-10-15T15:01:24Z,0.036029873226693904
2023-10-15T15:11:33Z,0.03608289978022398
2023-10-15T15:22:03Z,0.03648449535800863
2023-10-15T15:32:33Z,0.03727087035792807
2023-10-15T15:43:26Z,0.03612555539455535
2023-10-15T15:53:36Z,0.03893836503959912
2023-10-15T16:04:29Z,0.03620664793608642
2023-10-15T16:14:33Z,0.03679064313943915
2023-10-15T16:25:23Z,0.036822576257310856
2023-10-15T16:35:40Z,0.03517974917678473
2023-10-15T16:46:26Z,0.043825772674520494
2023-10-15T16:56:37Z,0.041617348553965886
2023-10-15T17:07:23Z,0.03749867946303847
2023-10-15T17:17:33Z,0.03360975304215681
2023-10-15T17:28:27Z,0.03097471418541165
2023-10-15T17:38:33Z,0.032368814503799484
2023-10-15T17:49:23Z,0.03210959961670884
2023-10-15T17:59:33Z,0.032687969903886005
2023-10-15T18:10:24Z,0.020658910883808508
2023-10-15T18:20:33Z,0.044227016695044176
2023-10-15T18:31:23Z,0.0645589207332711
2023-10-15T18:41:33Z,0.07215413957795902
2023-10-15T18:52:23Z,0.0778677067761666
2023-10-15T19:02:35Z,0.07945299565164683
2023-10-15T19:13:23Z,0.0774904272422659
2023-10-15T19:23:42Z,0.075175657050267
2023-10-15T19:34:25Z,0.07163113955938508
2023-10-15T19:44:39Z,0.06165230389242442
2023-10-15T19:55:24Z,0.04903678876816738
2023-10-15T20:05:40Z,0.030568899920495326
2023-10-15T20:16:33Z,0.0017264977086376622
2023-10-15T20:26:35Z,0.0014109164740377014
2023-10-15T20:37:27Z,0.0015633751395462603
2023-10-15T20:47:40Z,0.0013587102207832332
2023-10-15T20:58:30Z,0.0015257585126221653
2023-10-15T21:08:39Z,0.0014986300106504273
2023-10-15T21:19:13Z,0.0014601344905739002
2023-10-15T21:29:36Z,0.001377108384107479
2023-10-15T21:40:23Z,0.001526168662759967
2023-10-15T21:50:33Z,0.001296836142852012
2023-10-15T22:01:24Z,0.001149240686120244
2023-10-15T22:11:33Z,0.00445024618090164
2023-10-15T22:22:07Z,0.0013831434504208463
2023-10-15T22:32:36Z,0.0013996080488097413
2023-10-15T22:43:23Z,0.0015846443538351177
2023-10-15T22:53:33Z,0.0013764638624623622
2023-10-15T23:04:23Z,0.0012554109789340445
2023-10-15T23:14:33Z,0.0013769326054769925
2023-10-15T23:25:24Z,0.0016075541686751816
2023-10-15T23:35:33Z,0.0013280661462017665
2023-10-15T23:46:23Z,0.0015764413510790845
2023-10-15T23:56:33Z,0.00139081911728542
2023-10-16T00:07:23Z,0.0015753280864193372
2023-10-16T00:17:33Z,0.001265606139502257
2023-10-16T00:28:23Z,0.0014386894976545564
2023-10-16T00:38:33Z,0.001458962633037324
2023-10-16T00:49:23Z,0.0012824808880289539
2023-10-16T00:59:33Z,0.0014725561804616075
2023-10-16T01:10:23Z,0.0015479652129402838
2023-10-16T01:20:33Z,0.0014812865191091
2023-10-16T01:31:23Z,0.0016391357292859093
2023-10-16T01:41:33Z,0.0014300763447607217
2023-10-16T01:52:24Z,0.0014144320466474298
2023-10-16T02:02:33Z,0.0015933160996057813
2023-10-16T02:13:23Z,0.0015619103176255401
2023-10-16T02:23:33Z,0.0016188625939031417
2023-10-16T02:34:23Z,0.0014603688620812155
2023-10-16T02:44:33Z,0.001471794473062833
2023-10-16T02:55:23Z,0.001495348809548014
2023-10-16T03:05:33Z,0.001471853065939662
2023-10-16T03:16:23Z,0.0013768740126001637
2023-10-16T03:26:33Z,0.0015876911834302157
2023-10-16T03:37:23Z,0.0014279670011948845
2023-10-16T03:47:33Z,0.001412850038973052
2023-10-16T03:58:23Z,0.0012285168484696214
2023-10-16T04:08:33Z,0.0013944518756488062
2023-10-16T04:19:13Z,0.001575093714912022
2023-10-16T04:29:33Z,0.0013716592465624
2023-10-16T04:40:23Z,0.0012618561953852132
2023-10-16T04:50:33Z,0.0016872990740391897
2023-10-16T05:01:23Z,0.0013739443687587234
2023-10-16T05:11:33Z,0.0012545906786584412
2023-10-16T05:22:03Z,0.0014753686385493904
2023-10-16T05:32:33Z,0.0013604680070880976
2023-10-16T05:43:23Z,0.0014873215854224672
2023-10-16T05:53:33Z,0.0013399605001980146
2023-10-16T06:04:27Z,0.0014481815437008233
2023-10-16T06:14:33Z,0.00510115444959287
2023-10-16T06:25:23Z,0.004924965668968644
2023-10-16T06:35:33Z,0.0038822468329231734
2023-10-16T06:46:23Z,0.0036246725463837328
2023-10-16T06:56:33Z,0.0027889623441744414
2023-10-16T07:07:23Z,0.004757272855484595
2023-10-16T07:17:33Z,0.004437414340876131
2023-10-16T07:28:29Z,0.0022194395813984256
2023-10-16T07:38:33Z,0.0037401591066133135
2023-10-16T07:49:29Z,0.0021596748470330412
2023-10-16T07:59:33Z,0.0022781496439808913
2023-10-16T08:10:24Z,0.002814333059841315
2023-10-16T08:20:33Z,0.0016853069162270102
2023-10-16T08:31:26Z,0.0015108759219076482
2023-10-16T08:41:33Z,0.001311484362059214
2023-10-16T08:52:23Z,0.0015681211625693937
2023-10-16T09:02:37Z,0.001442790999032573
2023-10-16T09:13:27Z,0.0015238249476868147
2023-10-16T09:23:33Z,0.001429373230238776
2023-10-16T09:34:36Z,0.0015592150452914148
2023-10-16T09:44:33Z,0.001067386437190399
2023-10-16T09:55:24Z,0.0056847395028078
2023-10-16T10:05:33Z,0.005464078728670508
2023-10-16T10:16:27Z,0.0015103485860161888
2023-10-16T10:26:33Z,0.0015843513894509735
2023-10-16T10:37:29Z,0.0015937848426204118
2023-10-16T10:47:40Z,0.0014074594943048017
2023-10-16T10:58:28Z,0.001436111411074089
2023-10-16T11:08:33Z,0.008947952592034614
2023-10-16T11:19:14Z,0.012314933666125249
2023-10-16T11:29:36Z,0.010658981781189472
2023-10-16T11:40:25Z,0.007286903126814731
2023-10-16T11:50:33Z,0.00965077414959617
2023-10-16T12:01:27Z,0.012089644054718482
2023-10-16T12:11:33Z,0.008005603353996893
2023-10-16T12:22:03Z,0.010048326818879632
2023-10-16T12:32:34Z,0.007777501284502342
2023-10-16T12:43:30Z,0.010074810799206253
2023-10-16T12:53:35Z,0.006514824788841526
2023-10-16T13:04:24Z,0.0062148878523548565
2023-10-16T13:14:33Z,0.006584315940760492
2023-10-16T13:25:25Z,0.0074312173824440855
2023-10-16T13:35:33Z,0.005724348287544074
2023-10-16T13:46:24Z,0.005400329678680765
2023-10-16T13:56:33Z,0.00648312604247714
2023-10-16T14:07:30Z,0.006553554680425368
2023-10-16T14:17:36Z,0.007427408845450213
2023-10-16T14:28:26Z,0.008029977990757676
2023-10-16T14:38:35Z,0.007461627085518238
2023-10-16T14:43:24Z,0.005792198838911834
2023-10-16T14:59:33Z,0.010815483355199218
2023-10-16T15:10:23Z,0.00959218127276736
2023-10-16T15:20:33Z,0.010938294025032401
2023-10-16T15:31:27Z,0.008477627569729772
2023-10-16T15:41:33Z,0.008869848287221814
2023-10-16T15:52:24Z,0.008368644818828189
2023-10-16T16:02:33Z,0.0075089701299959144
2023-10-16T16:13:26Z,0.007980115452576361
2023-10-16T16:23:33Z,0.006713454641291186
2023-10-16T16:34:26Z,0.007718849814796706
2023-10-16T16:44:33Z,0.006357502914556176
2023-10-16T16:55:25Z,0.005703196259008875
2023-10-16T17:05:33Z,0.006375666706373106
2023-10-16T17:16:25Z,0.005176094739056916
2023-10-16T17:26:33Z,0.006059382357251199
2023-10-16T17:37:23Z,0.05407759255462658
2023-10-16T17:47:33Z,0.10460533566657981
2023-10-16T17:58:23Z,0.12936522059251343
2023-10-16T18:08:34Z,0.146829413460108
2023-10-16T18:19:14Z,0.16708063510694166
2023-10-16T18:29:33Z,0.18846732811384082
2023-10-16T18:40:23Z,0.2132456697959755
2023-10-16T18:50:33Z,0.24537009341052202
2023-10-16T19:01:23Z,0.28823951314944274
2023-10-16T19:11:33Z,0.34039074769256855
2023-10-16T19:22:03Z,0.3903828347245528
2023-10-16T19:32:33Z,0.4187502830768362
2023-10-16T19:43:24Z,0.442320381045884
2023-10-16T19:53:39Z,0.45106718429176534
2023-10-16T20:04:23Z,0.44233145509960464
2023-10-16T20:14:40Z,0.44974591491927574
2023-10-16T20:25:33Z,0.4524440583043655
2023-10-16T20:35:33Z,0.45008891762023157
2023-10-16T20:46:31Z,0.43939976050747526
2023-10-16T20:56:37Z,0.42633606846835465
2023-10-16T21:07:29Z,0.40108218699787734
2023-10-16T21:17:42Z,0.3777125938533377
2023-10-16T21:28:32Z,0.34636306103485215
2023-10-16T21:38:39Z,0.324036186726358
2023-10-16T21:49:25Z,0.2951443321264568
2023-10-16T21:59:33Z,0.28041953202923947
2023-10-16T22:10:24Z,0.25422365287798543
2023-10-16T22:20:33Z,0.21792026810225465
2023-10-16T22:31:23Z,0.18312395071143764
2023-10-16T22:41:33Z,0.14981630254221015
2023-10-16T22:52:29Z,0.11664775386257427
2023-10-16T23:02:33Z,0.09146318776538545
